,event_type,sub_event_type,assoc_actor_1,latitude,longitude,notes,month
211105,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 28 April 2022, employees of the Public Health Engineering Department Balochistan (local body) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), demanding their salaries.",2022-04
211430,Protests,Peaceful protest,ANP: Awami National Party; Baloch Ethnic Group (Pakistan); BNP-M: Balochistan National Party-Mengal; BSO: Baloch Students' Organization; JI: Jamaat-e-Islami; JUI-F: Jamiat Ulema-e-Islam-Fazl; Labor Group (Pakistan); PML-N: Pakistan Muslim League-Nawaz; PPP: Pakistan Peoples Party; Students (Pakistan),26.9817,64.1166,"On 27 April 2022, civil society members, women, children and political activists (BNP Mengal, Awami National Party, JUI-F, JI, PPP, PML-N), BSO and Anjuman-e-Tajiran (a labour group) took out a protest rally at Javed Chowk and held a sit-in in front of the Deputy Commissioner's office in Panjgur city (Panjgur, Balochistan), demanding arrest of the assailants for killing a youth.",2022-04
211512,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,30.1999,67.0097,"On 26 April 2022, activists of PTI held a protest demonstration outside the ECP office in Quetta city (Quetta, Balochistan), against the 'biased' attitude of the Chief Election Commissioner and demanded early elections.",2022-04
211634,Protests,Peaceful protest,,26.9817,64.1166,"Around 26 April 2022 (as reported), protests were held at Panjgur district (Balochistan) against the killing of a student by suspected pro-government militia members in Panjgur area.",2022-04
211700,Protests,Peaceful protest,,27.7383,66.6433,"On 25 April 2022, family members held a protest demonstration and placed the body of a man on the road in Khuzdar district (Balochistan), demanding justice.",2022-04
211701,Protests,Peaceful protest,,27.3372,66.3761,"On 25 April 2022, family members of a deceased person held a protest at Wadh tehsil (Khuzdar district, Balochistan) over his murder and demanded justice.",2022-04
211720,Protests,Peaceful protest,,30.1999,67.0097,"On 25 April 2022, locals held a protest demonstration in Quetta city (Quetta, Balochistan), against the security forces for killing civilians in Chagai district.",2022-04
212050,Protests,Peaceful protest,Students (Pakistan),27.7182,64.8048,"On 23 April 2022, students held a protest demonstration in Washuk town (Washuk, Balochistan), demanding appointment of teachers.",2022-04
212451,Protests,Excessive force against protesters,,28.9876,63.5908,"On 21 April 2022, locals staged a demonstration in Chagai town (Balochistan), against a series of recent deaths in the area. FC personnel opened fire on demonstrators to disperse them. 8 people were injured, 2 of which are in critical condition.",2022-04
212643,Protests,Protest with intervention,Teachers (Pakistan); Labor Group (Pakistan),30.1999,67.0097,"On 20 April 2022, professors, lecturers, officers and other staff members of the University of Balochistan (UoB) held a demonstration in Quetta city (Quetta, Balochistan), against the Universities Bill 2022 and they further demanded an increase in their allowances. Demonstrators were baton charged by the police in order to disperse them.",2022-04
212654,Protests,Peaceful protest,BNP-M: Balochistan National Party-Mengal,28.5833,65.4167,"On 20 April 2022, activists of BNP-Mengal staged a protest demonstration in Kharan town (Kharan, Balochistan), demanding justice for the truck driver killed by the forces.",2022-04
212655,Protests,Peaceful protest,NP: National Party,28.8263,62.751,"On 20 April 2022, activists of National Party staged a protest demonstration in Nok Kundi town (Chagai, Balochistan), demanding justice for the truck driver killed by the forces.",2022-04
212710,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); BNP-M: Balochistan National Party-Mengal; BSO: Baloch Students' Organization; NP: National Party; Students (Pakistan),28.8884,64.4061,"On 20 April 2022, activists of various political parties (BNP-Mengal, National Party) and Baloch Students Organisation-Pajjar (BSO-Pajjar) staged a protest demonstration outside the press club in Dalbandin town (Chagai, Balochistan), demanding justice for the truck driver killed by the police forces.",2022-04
212711,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); BNP-M: Balochistan National Party-Mengal; BSO: Baloch Students' Organization; Students (Pakistan),30.1999,67.0097,"On 20 April 2022, members of the Baloch Students Organization (BSO-Pajjar) held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), against killing of a truck driver in Chaghi. Activists of BNP-Mengal held a separate protest demonstration at the press club in Quetta city, against killing of the truck driver in Chaghi.",2022-04
212811,Protests,Peaceful protest,BNP-M: Balochistan National Party-Mengal; NP: National Party; Students (Pakistan),29.5521,66.0228,"On 20 April 2022, activists of National Party and BNP-Mengal staged a protest demonstration in Nushki town (Nushki, Balochistan), demanding justice for the truck driver killed by the forces.",2022-04
212845,Protests,Peaceful protest,,30.1999,67.0097,"Around 19 April 2022 (as reported), hundreds of people held a protest at Quetta city (Balochistan) over a video clip showing FC personnel firing at drivers in Panch Raik area.",2022-04
212908,Protests,Peaceful protest,Muslim Group (Pakistan); HDT: Haq Do Movement,25.0466,61.7461,"Around 19 April 2022 (as reported), 'Haq do movement' protestors led by a Muslim priest held a protest at Jiwani city (Gwadar district, Balochistan) against the firing on civilians by Pakistan security forces and demanded demilitarization of Balochistan.",2022-04
212918,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan); BYC: Baloch Yakjehti Committee; Muslim Group (Pakistan),25.0434,66.8187,"Around 19 April 2022 (as reported), hundreds of people led by BYC held a protest at Hub city (Las Bela district, Balochistan) over a video clip showing FC personnel firing at drivers in Panch Raik area and confiscation of their vehicles during the month of Ramzan (a holy month for Muslim community).",2022-04
212968,Protests,Peaceful protest,Labor Group (Pakistan),26.0001,63.0527,"Around 19 April 2022 (as reported), people protested at Turbat city (Kech district, Balochistan) over border closure, excesses against traders and over a video clip showing FC personnel firing at drivers in Panch Raik area.",2022-04
213060,Riots,Violent demonstration,,28.9876,63.5908,"On 18 April 2022, a large number of people held a demonstration in Chaghi city (Chagai, Balochistan), demanding justice for driver killed in Nokundi. Demonstrators pelted stones at the police and they retaliated by firing to disperse the demonstrators. 6 demonstrators were injured.",2022-04
213121,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 18 April 2022, bankers staged a protest demonstration in Quetta city (Quetta, Balochistan), against the government's decision of declaring Saturday as a working day.",2022-04
213258,Protests,Peaceful protest,Students (Pakistan),30.1999,67.0097,"On 17 April 2022, members of the National Democratic Party (local group), political activists and students held a protest demonstration at the press club in Quetta city (Quetta, Balochistan), against security forces for suspectedly killing a driver.",2022-04
213259,Protests,Excessive force against protesters,,28.8263,62.751,"Around 17 April 2022 (as reported), police personnel fired at people demonstrating at Nok Kundi town (Chagai district, Balochistan) against the incident of FC personnel firing at drivers in Panch Raik area. Several demonstrators were left injured in the incident.",2022-04
213302,Protests,Peaceful protest,Baloch Ethnic Group (Pakistan),25.0434,66.8187,"On 17 April 2022, a large number of members of the Baloch Solidarity Committee held a protest demonstration in Hub town (Las Bela, Balochistan), against the security forces for killing suspectedly a driver in Nokandi.",2022-04
213333,Riots,Violent demonstration,,28.9876,63.5908,"Around 17 April 2022 (as reported), locals demonstrated, forced a freight train to stop and engaged in arson while the security forces (coded as police) fired at the demonstrators at Chagai town (Balochistan) over a video clip showing FC personnel firing at drivers in Panch Raik area. Several demonstrators were left injured.",2022-04
213392,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 16 April 2022, employees of different commercial banks held a protest demonstration outside the State Bank building in Quetta city (Quetta, Balochistan), against the federal government's decision to end one day weekly leave in government offices and banking sectors.",2022-04
213394,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,30.1007,67.9382,"On 16 April 2022, activists of PTI held a protest demonstration in Harnai city (Harnai, Balochistan), against the removal of the PTI government.",2022-04
213927,Protests,Peaceful protest,Labor Group (Pakistan),30.1999,67.0097,"On 13 April 2022, employees of the Metropolitan Corporation held a protest demonstration in Quetta city (Quetta, Balochistan), demanding their salaries.",2022-04
214106,Protests,Peaceful protest,,29.9053,69.0885,"On 12 April 2022, residents held a protest demonstration in Kohlu district (Balochistan), against the shortage of water.",2022-04
214491,Protests,Peaceful protest,Students (Pakistan),26.0001,63.0527,"On 11 April 2022, students of the University of Turbat staged a protest demonstration in Turbat city (Kech, Balochistan), demanding release of missing students.",2022-04
214571,Protests,Peaceful protest,Women (Pakistan); Students (Pakistan),30.1999,67.0097,"On 10 April 2022, female students held a protest demonstration on Sariab road in Quetta city (Quetta, Balochistan), against shortage of teachers.",2022-04
214612,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,28.9876,63.5908,"On 10 April 2022, activists of PTI and locals held a protest demonstration in Chagai city (Chagai, Balochistan), against the removal of the PTI government.",2022-04
214614,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,26.2271,66.3117,"On 10 April 2022, activists of PTI and locals held a protest demonstration in Bela town (Las Bela, Balochistan), against the removal of the PTI government.",2022-04
214615,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,27.7383,66.6433,"On 10 April 2022, activists of PTI and locals held a protest demonstration in Khuzdar city (Khuzdar, Balochistan), against the removal of the PTI government.",2022-04
214616,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,25.1216,62.3254,"On 10 April 2022, activists of PTI and locals held a protest demonstration in Gwadar city (Gwadar, Balochistan), against the removal of the PTI government.",2022-04
214617,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,29.0353,69.1595,"On 10 April 2022, activists of PTI and locals held a protest demonstration in Dera Bugti city (Dera Bugti, Balochistan), against the removal of the PTI government.",2022-04
214618,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,28.3009,68.1908,"On 10 April 2022, activists of PTI and locals held a protest demonstration in Jaffarabad city (Jaffarabad, Balochistan), against the removal of the PTI government.",2022-04
214619,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,28.4839,67.5874,"On 10 April 2022, activists of PTI and locals held a protest demonstration in Jhal Magsi city (Jhal Magsi, Balochistan), against the removal of the PTI government.",2022-04
214620,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,30.5802,66.9961,"On 10 April 2022, activists of PTI and locals held a protest demonstration in Pishin city (Pishin, Balochistan), against the removal of the PTI government.",2022-04
214621,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,30.728,66.6612,"On 10 April 2022, activists of PTI and locals held a protest demonstration in Qilla Abdullah town (Killa Abdullah, Balochistan), against the removal of the PTI government.",2022-04
214626,Protests,Peaceful protest,PTI: Pakistan Tehreek-i-Insaf,29.8683,67.3224,"On 10 April 2022, activists of PTI and locals held a protest demonstration in Mach town (Kachhi, Balochistan), against the removal of the PTI government.",2022-04
